time,idx,sst,lat,lon
2024-01-01,"(0,0)",24.43749975,25.5,122.5
2024-01-01,"(0,1)",22.7568746875,26.5,122.5
2024-01-01,"(1,0)",25.059999875,25.5,123.5
2024-01-01,"(1,1)",23.2587496875,26.5,123.5
2024-01-02,"(0,0)",24.419374875,25.5,122.5
2024-01-02,"(0,1)",22.8824995625,26.5,122.5
2024-01-02,"(1,0)",25.0187496875,25.5,123.5
2024-01-02,"(1,1)",23.1999996875,26.5,123.5
2024-01-03,"(0,0)",24.3562496875,25.5,122.5
2024-01-03,"(0,1)",22.9156246875,26.5,122.5
2024-01-03,"(1,0)",24.8887495625,25.5,123.5
2024-01-03,"(1,1)",23.1649996875,26.5,123.5
2024-01-04,"(0,0)",24.0987496875,25.5,122.5
2024-01-04,"(0,1)",22.722499625,26.5,122.5
2024-01-04,"(1,0)",24.8218743125,25.5,123.5
2024-01-04,"(1,1)",23.0443745625,26.5,123.5
2024-01-05,"(0,0)",24.00874975,25.5,122.5
2024-01-05,"(0,1)",22.6337496875,26.5,122.5
2024-01-05,"(1,0)",24.7756248125,25.5,123.5
2024-01-05,"(1,1)",23.2256246875,26.5,123.5
2024-01-06,"(0,0)",23.8562498125,25.5,122.5
2024-01-06,"(0,1)",22.355624875,26.5,122.5
2024-01-06,"(1,0)",24.650624875,25.5,123.5
2024-01-06,"(1,1)",23.153124625,26.5,123.5
2024-01-07,"(0,0)",23.82937475,25.5,122.5
2024-01-07,"(0,1)",22.274374875,26.5,122.5
2024-01-07,"(1,0)",24.572499937499998,25.5,123.5
2024-01-07,"(1,1)",23.168124875,26.5,123.5
2024-01-08,"(0,0)",24.024374875,25.5,122.5
2024-01-08,"(0,1)",22.4099995625,26.5,122.5
2024-01-08,"(1,0)",24.574374625,25.5,123.5
2024-01-08,"(1,1)",23.34562475,26.5,123.5
2024-01-09,"(0,0)",24.040624625,25.5,122.5
2024-01-09,"(0,1)",22.3599995,26.5,122.5
2024-01-09,"(1,0)",24.55249975,25.5,123.5
2024-01-09,"(1,1)",23.3999996875,26.5,123.5
2024-01-10,"(0,0)",24.186249625,25.5,122.5
2024-01-10,"(0,1)",22.14499975,26.5,122.5
2024-01-10,"(1,0)",24.61749975,25.5,123.5
2024-01-10,"(1,1)",23.3199998125,26.5,123.5
2024-01-11,"(0,0)",24.182499749999998,25.5,122.5
2024-01-11,"(0,1)",22.0843748125,26.5,122.5
2024-01-11,"(1,0)",24.5431248125,25.5,123.5
2024-01-11,"(1,1)",22.8924998125,26.5,123.5
2024-01-12,"(0,0)",24.23937475,25.5,122.5
2024-01-12,"(0,1)",22.24749975,26.5,122.5
2024-01-12,"(1,0)",24.611874625,25.5,123.5
2024-01-12,"(1,1)",22.8856246875,26.5,123.5
2024-01-13,"(0,0)",24.3381246875,25.5,122.5
2024-01-13,"(0,1)",22.381874875,26.5,122.5
2024-01-13,"(1,0)",24.76374975,25.5,123.5
2024-01-13,"(1,1)",22.9837498125,26.5,123.5
2024-01-14,"(0,0)",24.414374625,25.5,122.5
2024-01-14,"(0,1)",22.4568746875,26.5,122.5
2024-01-14,"(1,0)",24.83437475,25.5,123.5
2024-01-14,"(1,1)",23.046249625,26.5,123.5
2024-01-15,"(0,0)",24.45312475,25.5,122.5
2024-01-15,"(0,1)",22.47312475,26.5,122.5
2024-01-15,"(1,0)",24.8543745,25.5,123.5
2024-01-15,"(1,1)",22.9756248125,26.5,123.5
2024-01-16,"(0,0)",24.39749975,25.5,122.5
2024-01-16,"(0,1)",22.46249975,26.5,122.5
2024-01-16,"(1,0)",24.92999975,25.5,123.5
2024-01-16,"(1,1)",23.016249625,26.5,123.5
2024-01-17,"(0,0)",24.266874625,25.5,122.5
2024-01-17,"(0,1)",22.45999975,26.5,122.5
2024-01-17,"(1,0)",24.920624749999998,25.5,123.5
2024-01-17,"(1,1)",23.00687475,26.5,123.5
2024-01-18,"(0,0)",24.1381246875,25.5,122.5
2024-01-18,"(0,1)",22.3199996875,26.5,122.5
2024-01-18,"(1,0)",24.848124625,25.5,123.5
2024-01-18,"(1,1)",22.9293746875,26.5,123.5
2024-01-19,"(0,0)",24.044999937500002,25.5,122.5
2024-01-19,"(0,1)",22.22687475,26.5,122.5
2024-01-19,"(1,0)",24.969999625,25.5,123.5
2024-01-19,"(1,1)",22.9262496875,26.5,123.5
2024-01-20,"(0,0)",23.8218746875,25.5,122.5
2024-01-20,"(0,1)",22.1618746875,26.5,122.5
2024-01-20,"(1,0)",24.8724998125,25.5,123.5
2024-01-20,"(1,1)",22.78499975,26.5,123.5
2024-01-21,"(0,0)",23.728124625,25.5,122.5
2024-01-21,"(0,1)",22.121249625,26.5,122.5
2024-01-21,"(1,0)",24.9024998125,25.5,123.5
2024-01-21,"(1,1)",22.2762496875,26.5,123.5
2024-01-22,"(0,0)",23.8324998125,25.5,122.5
2024-01-22,"(0,1)",21.80624975,26.5,122.5
2024-01-22,"(1,0)",24.954999625,25.5,123.5
2024-01-22,"(1,1)",22.04937475,26.5,123.5
2024-01-23,"(0,0)",23.8131248125,25.5,122.5
2024-01-23,"(0,1)",21.3868745,26.5,122.5
2024-01-23,"(1,0)",24.6774998125,25.5,123.5
2024-01-23,"(1,1)",21.97562475,26.5,123.5
2024-01-24,"(0,0)",23.8249999375,25.5,122.5
2024-01-24,"(0,1)",21.2618746875,26.5,122.5
2024-01-24,"(1,0)",24.441249875,25.5,123.5
2024-01-24,"(1,1)",21.8393748125,26.5,123.5
2024-01-25,"(0,0)",23.3912495625,25.5,122.5
2024-01-25,"(0,1)",20.788749875,26.5,122.5
2024-01-25,"(1,0)",24.178749562500002,25.5,123.5
2024-01-25,"(1,1)",21.75437475,26.5,123.5
2024-01-26,"(0,0)",23.111874750000002,25.5,122.5
2024-01-26,"(0,1)",20.2762499375,26.5,122.5
2024-01-26,"(1,0)",24.21874975,25.5,123.5
2024-01-26,"(1,1)",21.7268748125,26.5,123.5
2024-01-27,"(0,0)",22.97624975,25.5,122.5
2024-01-27,"(0,1)",20.203749875,26.5,122.5
2024-01-27,"(1,0)",24.456874625,25.5,123.5
