time,lat,lon,anom
2024-01-05,26.875,123.125,2.4299998
2024-01-05,26.875,123.375,1.9799999
2024-01-05,26.875,123.625,1.27
2024-01-05,26.875,123.875,0.5
2024-01-06,25.125,122.125,1.31
2024-01-06,25.125,122.375,2.28
2024-01-06,25.125,122.625,2.72
2024-01-06,25.125,122.875,2.59
2024-01-06,25.125,123.125,2.34
2024-01-06,25.125,123.375,2.1399999
2024-01-06,25.125,123.625,1.89
2024-01-06,25.125,123.875,1.63
2024-01-06,25.375,122.125,1.25
2024-01-06,25.375,122.375,2.49
2024-01-06,25.375,122.625,3.03
2024-01-06,25.375,122.875,2.9099998
2024-01-06,25.375,123.125,2.7
2024-01-06,25.375,123.375,2.51
2024-01-06,25.375,123.625,2.24
2024-01-06,25.375,123.875,1.9399999
2024-01-06,25.625,122.125,1.75
2024-01-06,25.625,122.375,3.05
2024-01-06,25.625,122.625,3.47
2024-01-06,25.625,122.875,3.29
2024-01-06,25.625,123.125,3.07
2024-01-06,25.625,123.375,2.84
2024-01-06,25.625,123.625,2.54
2024-01-06,25.625,123.875,2.21
2024-01-06,25.875,122.125,2.03
2024-01-06,25.875,122.375,3.28
2024-01-06,25.875,122.625,3.75
2024-01-06,25.875,122.875,3.6299999
2024-01-06,25.875,123.125,3.3799999
2024-01-06,25.875,123.375,3.09
2024-01-06,25.875,123.625,2.74
2024-01-06,25.875,123.875,2.34
2024-01-06,26.125,122.125,2.02
2024-01-06,26.125,122.375,3.07
2024-01-06,26.125,122.625,3.62
2024-01-06,26.125,122.875,3.73
2024-01-06,26.125,123.125,3.53
2024-01-06,26.125,123.375,3.1899998
2024-01-06,26.125,123.625,2.76
2024-01-06,26.125,123.875,2.22
2024-01-06,26.375,122.125,1.9699999
2024-01-06,26.375,122.375,2.72
2024-01-06,26.375,122.625,3.1799998
2024-01-06,26.375,122.875,3.4399998
2024-01-06,26.375,123.125,3.3899999
2024-01-06,26.375,123.375,3.07
2024-01-06,26.375,123.625,2.54
2024-01-06,26.375,123.875,1.8
2024-01-06,26.625,122.125,2.06
2024-01-06,26.625,122.375,2.54
2024-01-06,26.625,122.625,2.82
2024-01-06,26.625,122.875,2.99
2024-01-06,26.625,123.125,2.99
2024-01-06,26.625,123.375,2.6599998
2024-01-06,26.625,123.625,2.0
2024-01-06,26.625,123.875,1.11
2024-01-06,26.875,122.125,2.09
2024-01-06,26.875,122.375,2.44
2024-01-06,26.875,122.625,2.54
2024-01-06,26.875,122.875,2.55
2024-01-06,26.875,123.125,2.4299998
2024-01-06,26.875,123.375,2.01
2024-01-06,26.875,123.625,1.31
2024-01-06,26.875,123.875,0.48999998
2024-01-07,25.125,122.125,1.4599999
2024-01-07,25.125,122.375,2.3899999
2024-01-07,25.125,122.625,2.73
2024-01-07,25.125,122.875,2.55
2024-01-07,25.125,123.125,2.31
2024-01-07,25.125,123.375,2.11
2024-01-07,25.125,123.625,1.87
2024-01-07,25.125,123.875,1.62
2024-01-07,25.375,122.125,1.41
2024-01-07,25.375,122.375,2.56
2024-01-07,25.375,122.625,3.02
2024-01-07,25.375,122.875,2.87
2024-01-07,25.375,123.125,2.6399999
2024-01-07,25.375,123.375,2.45
2024-01-07,25.375,123.625,2.2
2024-01-07,25.375,123.875,1.92
2024-01-07,25.625,122.125,1.78
2024-01-07,25.625,122.375,3.04
2024-01-07,25.625,122.625,3.4399998
2024-01-07,25.625,122.875,3.25
2024-01-07,25.625,123.125,3.0
2024-01-07,25.625,123.375,2.78
2024-01-07,25.625,123.625,2.5
2024-01-07,25.625,123.875,2.19
2024-01-07,25.875,122.125,2.09
2024-01-07,25.875,122.375,3.3
2024-01-07,25.875,122.625,3.6999998
2024-01-07,25.875,122.875,3.57
2024-01-07,25.875,123.125,3.31
2024-01-07,25.875,123.375,3.04
2024-01-07,25.875,123.625,2.72
2024-01-07,25.875,123.875,2.34
2024-01-07,26.125,122.125,2.07
2024-01-07,26.125,122.375,3.11
2024-01-07,26.125,122.625,3.58
2024-01-07,26.125,122.875,3.61
2024-01-07,26.125,123.125,3.4499998
2024-01-07,26.125,123.375,3.1599998
2024-01-07,26.125,123.625,2.77
2024-01-07,26.125,123.875,2.28
2024-01-07,26.375,122.125,1.99
2024-01-07,26.375,122.375,2.71
2024-01-07,26.375,122.625,3.12
2024-01-07,26.375,122.875,3.29
2024-01-07,26.375,123.125,3.27
2024-01-07,26.375,123.375,3.04
2024-01-07,26.375,123.625,2.6
2024-01-07,26.375,123.875,1.9499999
2024-01-07,26.625,122.125,2.04
2024-01-07,26.625,122.375,2.54
2024-01-07,26.625,122.625,2.76
2024-01-07,26.625,122.875,2.8799999
2024-01-07,26.625,123.125,2.8999999
2024-01-07,26.625,123.375,2.6599998
2024-01-07,26.625,123.625,2.1399999
2024-01-07,26.625,123.875,1.38
2024-01-07,26.875,122.125,2.06
2024-01-07,26.875,122.375,2.48
2024-01-07,26.875,122.625,2.6
2024-01-07,26.875,122.875,2.56
2024-01-07,26.875,123.125,2.45
2024-01-07,26.875,123.375,2.12
2024-01-07,26.875,123.625,1.53
2024-01-07,26.875,123.875,0.79999995
2024-01-08,25.125,122.125,1.8399999
2024-01-08,25.125,122.375,2.75
2024-01-08,25.125,122.625,2.96
2024-01-08,25.125,122.875,2.74
2024-01-08,25.125,123.125,2.46
2024-01-08,25.125,123.375,2.19
2024-01-08,25.125,123.625,1.9
2024-01-08,25.125,123.875,1.64
2024-01-08,25.375,122.125,1.89
2024-01-08,25.375,122.375,2.9399998
2024-01-08,25.375,122.625,3.23
2024-01-08,25.375,122.875,2.99
2024-01-08,25.375,123.125,2.72
2024-01-08,25.375,123.375,2.48
2024-01-08,25.375,123.625,2.19
2024-01-08,25.375,123.875,1.92
2024-01-08,25.625,122.125,2.23
2024-01-08,25.625,122.375,3.31
2024-01-08,25.625,122.625,3.58
2024-01-08,25.625,122.875,3.33
2024-01-08,25.625,123.125,3.05
2024-01-08,25.625,123.375,2.8
2024-01-08,25.625,123.625,2.5
2024-01-08,25.625,123.875,2.2
2024-01-08,25.875,122.125,2.4099998
2024-01-08,25.875,122.375,3.51
2024-01-08,25.875,122.625,3.77
2024-01-08,25.875,122.875,3.6
2024-01-08,25.875,123.125,3.37
2024-01-08,25.875,123.375,3.09
2024-01-08,25.875,123.625,2.77
2024-01-08,25.875,123.875,2.4199998
2024-01-08,26.125,122.125,2.28
2024-01-08,26.125,122.375,3.33
2024-01-08,26.125,122.625,3.6599998
2024-01-08,26.125,122.875,3.6499999
2024-01-08,26.125,123.125,3.48
2024-01-08,26.125,123.375,3.27
2024-01-08,26.125,123.625,2.9099998
2024-01-08,26.125,123.875,2.45
2024-01-08,26.375,122.125,2.1699998
2024-01-08,26.375,122.375,2.9099998
2024-01-08,26.375,122.625,3.27
2024-01-08,26.375,122.875,3.4399998
2024-01-08,26.375,123.125,3.4299998
2024-01-08,26.375,123.375,3.1899998
2024-01-08,26.375,123.625,2.8
2024-01-08,26.375,123.875,2.21
2024-01-08,26.625,122.125,2.2
2024-01-08,26.625,122.375,2.74
2024-01-08,26.625,122.625,3.02
2024-01-08,26.625,122.875,3.11
2024-01-08,26.625,123.125,3.1499999
2024-01-08,26.625,123.375,2.8799999
2024-01-08,26.625,123.625,2.3799999
2024-01-08,26.625,123.875,1.6899999
2024-01-08,26.875,122.125,2.18
2024-01-08,26.875,122.375,2.72
2024-01-08,26.875,122.625,2.9399998
2024-01-08,26.875,122.875,2.8899999
2024-01-08,26.875,123.125,2.81
2024-01-08,26.875,123.375,2.46
2024-01-08,26.875,123.625,1.86
2024-01-08,26.875,123.875,1.15
2024-01-09,25.125,122.125,1.75
2024-01-09,25.125,122.375,2.72
2024-01-09,25.125,122.625,3.1
2024-01-09,25.125,122.875,2.8999999
2024-01-09,25.125,123.125,2.6
2024-01-09,25.125,123.375,2.28
2024-01-09,25.125,123.625,1.9599999
2024-01-09,25.125,123.875,1.6899999
2024-01-09,25.375,122.125,1.8499999
2024-01-09,25.375,122.375,2.95
2024-01-09,25.375,122.625,3.32
2024-01-09,25.375,122.875,3.11
2024-01-09,25.375,123.125,2.82
2024-01-09,25.375,123.375,2.53
2024-01-09,25.375,123.625,2.21
2024-01-09,25.375,123.875,1.9399999
2024-01-09,25.625,122.125,2.34
2024-01-09,25.625,122.375,3.3799999
2024-01-09,25.625,122.625,3.62
2024-01-09,25.625,122.875,3.34
2024-01-09,25.625,123.125,3.06
2024-01-09,25.625,123.375,2.78
2024-01-09,25.625,123.625,2.47
2024-01-09,25.625,123.875,2.18
2024-01-09,25.875,122.125,2.73
2024-01-09,25.875,122.375,3.6399999
2024-01-09,25.875,122.625,3.8
2024-01-09,25.875,122.875,3.57
2024-01-09,25.875,123.125,3.31
2024-01-09,25.875,123.375,3.03
2024-01-09,25.875,123.625,2.72
2024-01-09,25.875,123.875,2.4099998
2024-01-09,26.125,122.125,2.6299999
2024-01-09,26.125,122.375,3.52
2024-01-09,26.125,122.625,3.74
2024-01-09,26.125,122.875,3.6299999
2024-01-09,26.125,123.125,3.4299998
2024-01-09,26.125,123.375,3.24
2024-01-09,26.125,123.625,2.9199998
2024-01-09,26.125,123.875,2.53
2024-01-09,26.375,122.125,2.23
2024-01-09,26.375,122.375,2.99
2024-01-09,26.375,122.625,3.3899999
2024-01-09,26.375,122.875,3.4399998
2024-01-09,26.375,123.125,3.3999999
2024-01-09,26.375,123.375,3.22
2024-01-09,26.375,123.625,2.8999999
2024-01-09,26.375,123.875,2.4099998
