time,lat,lon,sst
2022-01-01,25.125,122.125,22.14
2022-01-01,25.125,122.375,23.42
2022-01-01,25.125,122.625,24.46
2022-01-01,25.125,122.875,24.83
2022-01-01,25.125,123.125,24.789999
2022-01-01,25.125,123.375,24.72
2022-01-01,25.125,123.625,24.66
2022-01-01,25.125,123.875,24.619999
2022-01-01,25.375,122.125,21.21
2022-01-01,25.375,122.375,22.65
2022-01-01,25.375,122.625,23.93
2022-01-01,25.375,122.875,24.619999
2022-01-01,25.375,123.125,24.769999
2022-01-01,25.375,123.375,24.8
2022-01-01,25.375,123.625,24.789999
2022-01-01,25.375,123.875,24.74
2022-01-01,25.625,122.125,21.33
2022-01-01,25.625,122.375,22.67
2022-01-01,25.625,122.625,23.869999
2022-01-01,25.625,122.875,24.59
2022-01-01,25.625,123.125,24.83
2022-01-01,25.625,123.375,24.92
2022-01-01,25.625,123.625,24.91
2022-01-01,25.625,123.875,24.869999
2022-01-01,25.875,122.125,21.97
2022-01-01,25.875,122.375,23.09
2022-01-01,25.875,122.625,23.99
2022-01-01,25.875,122.875,24.55
2022-01-01,25.875,123.125,24.82
2022-01-01,25.875,123.375,24.92
2022-01-01,25.875,123.625,24.93
2022-01-01,25.875,123.875,24.84
2022-01-01,26.125,122.125,22.31
2022-01-01,26.125,122.375,23.23
2022-01-01,26.125,122.625,23.93
2022-01-01,26.125,122.875,24.22
2022-01-01,26.125,123.125,24.49
2022-01-01,26.125,123.375,24.55
2022-01-01,26.125,123.625,24.71
2022-01-01,26.125,123.875,24.65
2022-01-01,26.375,122.125,22.18
2022-01-01,26.375,122.375,22.93
2022-01-01,26.375,122.625,23.43
2022-01-01,26.375,122.875,23.82
2022-01-01,26.375,123.125,23.96
2022-01-01,26.375,123.375,24.119999
2022-01-01,26.375,123.625,24.23
2022-01-01,26.375,123.875,24.3
2022-01-01,26.625,122.125,21.65
2022-01-01,26.625,122.375,22.21
2022-01-01,26.625,122.625,22.619999
2022-01-01,26.625,122.875,22.949999
2022-01-01,26.625,123.125,23.24
2022-01-01,26.625,123.375,23.609999
2022-01-01,26.625,123.625,23.83
2022-01-01,26.625,123.875,23.91
2022-01-01,26.875,122.125,21.3
2022-01-01,26.875,122.375,21.75
2022-01-01,26.875,122.625,22.119999
2022-01-01,26.875,122.875,22.519999
2022-01-01,26.875,123.125,22.93
2022-01-01,26.875,123.375,23.35
2022-01-01,26.875,123.625,23.609999
2022-01-01,26.875,123.875,23.619999
2022-01-02,25.125,122.125,22.449999
2022-01-02,25.125,122.375,23.619999
2022-01-02,25.125,122.625,24.48
2022-01-02,25.125,122.875,24.75
2022-01-02,25.125,123.125,24.72
2022-01-02,25.125,123.375,24.689999
2022-01-02,25.125,123.625,24.63
2022-01-02,25.125,123.875,24.58
2022-01-02,25.375,122.125,21.63
2022-01-02,25.375,122.375,22.98
2022-01-02,25.375,122.625,24.05
2022-01-02,25.375,122.875,24.6
2022-01-02,25.375,123.125,24.72
2022-01-02,25.375,123.375,24.76
2022-01-02,25.375,123.625,24.779999
2022-01-02,25.375,123.875,24.73
2022-01-02,25.625,122.125,21.689999
2022-01-02,25.625,122.375,22.93
2022-01-02,25.625,122.625,23.96
2022-01-02,25.625,122.875,24.55
2022-01-02,25.625,123.125,24.74
2022-01-02,25.625,123.375,24.84
2022-01-02,25.625,123.625,24.9
2022-01-02,25.625,123.875,24.859999
2022-01-02,25.875,122.125,21.96
2022-01-02,25.875,122.375,23.119999
2022-01-02,25.875,122.625,23.99
2022-01-02,25.875,122.875,24.41
2022-01-02,25.875,123.125,24.65
2022-01-02,25.875,123.375,24.83
2022-01-02,25.875,123.625,24.91
2022-01-02,25.875,123.875,24.85
2022-01-02,26.125,122.125,22.05
2022-01-02,26.125,122.375,22.99
2022-01-02,26.125,122.625,23.67
2022-01-02,26.125,122.875,24.109999
2022-01-02,26.125,123.125,24.38
2022-01-02,26.125,123.375,24.51
2022-01-02,26.125,123.625,24.67
2022-01-02,26.125,123.875,24.65
2022-01-02,26.375,122.125,21.789999
2022-01-02,26.375,122.375,22.63
2022-01-02,26.375,122.625,23.189999
2022-01-02,26.375,122.875,23.58
2022-01-02,26.375,123.125,23.91
2022-01-02,26.375,123.375,24.08
2022-01-02,26.375,123.625,24.22
2022-01-02,26.375,123.875,24.24
2022-01-02,26.625,122.125,21.39
2022-01-02,26.625,122.375,22.0
2022-01-02,26.625,122.625,22.48
2022-01-02,26.625,122.875,22.91
